order_id,unit_price,quantity
225,61.93,57
248,21.44,38
446,50.61,39
1588,157.88,46
1678,17.12,16
150,121.84,7
85,46.91,50
1417,39.07,20
701,21.38,49
946,120.41,12
23,66.91,60
844,158.39,3
181,158.78,10
1503,104.72,11
310,160.54,50
288,44.73,60
450,138.78,46
1999,18.04,1
1622,176.74,3
1019,107.48,22
1860,18.46,39
1304,17.22,56
1281,14.81,24
1611,85.21,42
1470,194.41,38
333,161.65,32
1378,155.55,32
277,55.56,45
1920,64.08,4
1526,95.9,51
1643,137.62,11
892,80.24,41
1607,187.83,33
613,150.86,38
1089,132.76,41
238,18.27,51
1613,161.44,49
1717,170.26,16
406,119.59,36
485,176.12,37
1860,186.98,57
1455,14.79,43
1606,81.99,41
1399,155.91,22
1692,78.91,6
468,132.23,54
1622,71.22,39
1852,168.08,51
625,5.88,32
1237,8.19,8
1799,163.42,27
842,122.93,30
299,70.41,14
171,73.97,55
955,125.76,19
688,22.16,18
384,141.73,29
835,133.89,52
496,28.54,44
1285,13.1,53
1837,40.9,18
682,191.75,24
343,48.72,57
1671,124.0,58
1968,81.9,32
653,191.38,33
1620,197.77,13
1755,166.97,11
801,107.8,1
1748,39.19,16
931,115.23,43
514,148.63,44
207,196.98,48
1766,151.86,43
772,31.33,49
1831,54.4,27
156,105.28,22
910,56.94,19
742,64.54,46
1295,138.83,34
1657,136.93,59
1341,102.13,24
1417,195.36,4
1793,167.79,44
244,113.7,29
638,151.46,58
312,147.13,48
940,11.85,21
989,31.71,60
1826,57.93,13
1204,184.01,33
96,199.55,12
1531,119.97,18
1285,153.68,19
1583,111.14,27
1123,195.74,42
173,161.96,44
1310,79.19,46
738,139.72,18
664,36.57,37
1016,166.05,51
1091,72.71,9
412,105.62,57
127,36.62,48
1067,38.28,20
1859,15.43,20
1990,79.68,24
1971,140.24,18
634,178.79,31
405,126.04,60
898,83.6,44
533,75.55,21
790,159.69,31
547,26.93,60
1862,126.43,33
1715,84.61,11
1595,179.03,3
312,59.39,35
964,133.97,55
1374,85.29,5
564,81.37,46
1880,82.13,52
591,171.03,8
532,92.68,1
85,108.78,45
1161,64.59,39
1925,75.16,16
1815,18.62,36
198,151.98,44
1697,85.48,52
1458,26.7,20
340,130.73,47
1299,149.76,8
1587,83.75,54
1926,159.0,54
700,83.0,32
1651,70.68,56
381,143.87,10
1090,148.45,27
1371,185.81,19
274,46.55,44
136,185.29,5
1029,5.61,37
1368,50.93,28
827,46.72,47
561,158.12,44
1615,171.33,9
310,48.33,55
1545,51.55,8
1840,60.11,3
1522,194.13,60
1329,79.28,19
269,131.25,57
1442,79.94,58
564,143.84,50
1236,122.95,33
560,123.5,58
459,65.3,24
1385,115.95,57
1643,20.34,2
1433,105.87,8
1718,191.01,14
8,94.26,49
285,92.14,33
122,195.57,38
1137,121.16,3
82,109.88,30
227,99.33,19
1290,187.57,22
1087,115.85,14
1140,159.73,14
577,168.68,52
1183,109.73,2
457,156.73,2
1661,103.41,28
767,17.3,41
561,146.28,38
231,83.03,33
1955,119.81,15
1366,174.19,4
1647,77.41,35
675,133.28,17
147,130.15,37
274,89.11,44
1804,143.14,30
391,71.63,13
230,83.56,19
1556,42.87,48
1838,105.66,29
1593,43.55,46
1522,43.36,17
413,114.25,45
1717,194.74,48
1611,189.92,59
1515,145.89,47
33,17.23,14
856,7.54,56
1314,145.79,41
1102,56.44,23
1286,36.91,41
647,198.34,20
216,13.63,12
1416,74.28,58
61,161.87,30
1583,24.92,7
1758,35.01,50
1811,96.9,6
1868,70.84,21
976,179.97,9
1741,26.23,37
515,104.05,14
725,54.13,2
1921,182.23,46
570,189.34,34
895,156.01,47
787,36.39,58
1724,90.15,9
27,26.67,47
1199,108.6,2
19,163.57,51
177,95.42,3
418,178.36,35
1872,18.84,21
694,126.79,57
946,99.48,41
1852,45.12,16
419,181.63,25
1804,25.28,38
1798,29.62,13
902,94.0,38
1886,129.09,46
1872,90.73,5
1168,146.27,4
1765,96.78,26
1336,136.21,46
492,144.78,31
1418,176.72,39
291,28.09,32
1227,79.43,45
489,161.0,57
469,5.96,37
1614,150.32,15
1299,149.01,42
79,52.31,59
2000,44.03,1
78,95.97,26
493,188.53,15
1588,136.02,60
1140,129.53,59
848,56.28,10
959,8.55,49
1959,25.24,57
1455,23.83,10
1653,108.17,40
1049,68.04,33
1612,191.58,25
1877,176.39,5
1744,10.79,42
1683,21.7,36
1270,124.5,51
1638,109.81,46
112,133.98,40
596,94.13,43
16,114.18,14
50,41.54,33
1663,168.27,14
251,143.09,48
425,135.99,8
1255,195.41,35
1065,73.74,7
180,147.38,55
1806,170.42,7
184,76.68,20
634,153.67,10
1012,123.25,22
1575,42.45,6
154,13.49,44
1419,154.64,14
1066,80.15,27
1892,124.15,42
432,183.7,47
1541,160.33,59
45,168.25,46
1494,10.97,44
277,170.75,28
1641,176.24,12
1268,188.84,29
524,142.77,17
1614,63.6,23
59,68.26,7
333,91.36,42
1344,186.78,49
1277,168.18,49
1542,68.56,52
512,7.57,35
43,71.44,35
1816,74.57,53
674,5.34,50
1588,51.56,22
1628,20.46,11
215,11.9,55
643,87.88,22
752,17.53,8
1978,94.32,14
1088,15.41,43
1103,52.77,59
835,186.62,34
1413,156.39,41
184,131.32,14
589,152.24,57
28,144.29,28
1466,28.07,12
1251,90.41,44
341,139.67,48
583,151.86,16
700,55.14,2
188,139.77,14
1314,55.61,42
1318,149.4,10
1344,18.53,5
1424,81.27,5
131,147.27,35
30,19.32,5
292,113.67,47
1012,131.44,33
1409,176.17,59
1576,92.76,58
205,54.71,26
838,140.87,12
912,197.91,57
195,172.95,30
702,67.92,14
63,80.66,51
464,25.78,14
1645,73.4,22
569,126.85,55
390,19.17,6
324,157.58,43
1203,65.83,17
370,13.9,31
199,168.19,4
785,54.52,6
1167,118.81,4
133,62.7,18
1747,186.49,60
1973,74.3,35
1480,39.38,24
1614,148.75,24
751,37.41,43
229,175.12,59
1631,37.34,49
780,186.79,2
459,131.48,57
449,153.72,55
